player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
John Souttar,Scotland,Scotland,DF,29-273,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny McLean,Scotland,Scotland,MF,34-168,1992,Norwich City,3,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.0,0.0,,39.0,43.7,90.0,1,2,14.0,0,1.0,0.0,3.0,-3.0,-2.29,-2.29,0.0,1.0,1.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kieran Tierney,Scotland,Scotland,MF,29-020,1997,Celtic,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,0.0,,52.0,38.5,59.0,0,1,45.0,1,0.0,0.0,2.0,-2.0,-1.73,-1.19,0.0,3.0,2.0,0.0,7.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Lawrence Shankland,Scotland,Scotland,FW,30-319,1995,Hearts,2,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.11,0.0,0.0,,86.0,63.3,86.0,0,0,,1,1.5,1.0,3.0,-2.0,-1.05,-0.14,0.0,5.0,3.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Lewis Ferguson,Scotland,Scotland,MF,26-305,1999,Bologna,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,1.0,1.0,4.0,-3.0,-1.0,,0.0,5.0,10.0,0.0,9.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
Liam Kelly,Scotland,Scotland,GK,30-153,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyndon Dykes,Scotland,Scotland,"FW,MF",30-261,1995,Charlton Athletic,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,,18.0,13.3,,0,2,18.0,1,1.5,0.0,0.0,0.0,0.0,1.15,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nathan Patterson,Scotland,Scotland,DF,24-252,2001,Everton,3,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,62.0,68.5,85.0,0,1,16.0,0,1.0,0.0,4.0,-4.0,-1.95,-3.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ross Stewart,Scotland,Scotland,FW,29-349,1996,Southampton,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,0.7,,0,1,2.0,2,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ryan Christie,Scotland,Scotland,MF,31-123,1995,Bournemouth,3,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.89,0.0,0.0,,32.0,35.2,70.0,0,2,13.0,0,1.0,0.0,1.0,-1.0,-0.95,0.08,0.0,2.0,1.0,0.0,1.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Scott McKenna,Scotland,Scotland,DF,29-225,1996,Dinamo Zagreb,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,33.3,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Scott McTominay,Scotland,Scotland,MF,29-199,1996,Napoli,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2.67,1.0,0.0,0.0,90.0,100.0,90.0,3,0,,0,1.0,1.0,4.0,-3.0,-1.0,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tyler Fletcher,Scotland,Scotland,MF,19-098,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdoulaye Seck,Senegal,Senegal,DF,34-021,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Mendy,Senegal,Senegal,DF,22-029,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assane Diao,Senegal,Senegal,MF,20-291,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bamba Dieng,Senegal,Senegal,FW,26-094,2000,Lorient,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,8.0,4.4,,0,1,8.0,1,0.0,1.0,1.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bara Sapoko Ndiaye,Senegal,Senegal,MF,18-176,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherif Ndiaye,Senegal,Senegal,"FW,MF",30-153,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Hadji Malick Diouf,Senegal,Senegal,DF,21-179,2004,West Ham,2,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,79.4,72.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.89,-1.89,0.0,2.0,0.0,0.0,6.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Habib Diarra,Senegal,Senegal,MF,22-173,2004,Sunderland,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.3,,0,1,15.0,1,0.0,1.0,2.0,-1.0,-6.0,-4.91,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Mbaye,Senegal,Senegal,FW,18-152,2008,PSG,2,0,53.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,0.0,1.7,1.7,1.7,2.0,1.0,50.0,3.4,1.7,0.5,1.0,27.0,29.4,,0,2,27.0,0,0.0,2.0,3.0,-1.0,-1.7,-0.28,0.0,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Idrissa Gueye,Senegal,Senegal,MF,36-272,1989,Everton,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.02,0.0,0.0,,89.0,98.3,89.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.53,-1.53,0.0,1.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Iliman Ndiaye,Senegal,Senegal,"FW,MF",26-111,2000,Everton,1,0,8.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,11.25,0.0,11.25,0.0,0.0,,0.0,0.0,,,8.0,4.4,,0,1,8.0,1,0.0,1.0,1.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ismail Jakobs,Senegal,Senegal,"DF,MF",26-312,1999,Galatasaray,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,37.0,20.6,,0,1,37.0,1,0.0,1.0,1.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ismaila Sarr,Senegal,Senegal,MF,28-120,1998,Crystal Palace,2,2,164.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,9.0,3.0,33.3,4.94,1.65,0.22,0.67,82.0,91.1,82.0,1,0,,0,0.0,2.0,4.0,-2.0,-1.1,4.53,0.0,0.0,2.0,1.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kalidou Koulibaly,Senegal,Senegal,DF,35-005,1991,Al-Hilal,2,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,81.0,89.4,81.0,1,0,,0,0.0,2.0,6.0,-4.0,-2.24,-6.97,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Krépin Diatta,Senegal,Senegal,DF,27-120,1999,Monaco,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,3.0,6.0,-3.0,-1.5,,0.0,0.0,1.0,0.0,5.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Lamine Camara,Senegal,Senegal,MF,22-175,2004,Monaco,2,2,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.31,0.0,0.0,,69.0,76.1,69.0,0,0,,0,0.0,1.0,4.0,-3.0,-1.97,-1.97,0.0,2.0,2.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mamadou Sarr,Senegal,Senegal,DF,20-300,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mory Diaw,Senegal,Senegal,GK,33-003,1993,Le Havre,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,28.0,15.6,,0,1,28.0,1,0.0,1.0,0.0,1.0,3.21,5.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Moussa Niakhaté,Senegal,Senegal,DF,30-109,1996,Lyon,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,3.0,6.0,-3.0,-1.5,,0.0,0.0,5.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nicolas Jackson,Senegal,Senegal,FW,25-005,2001,Bayern Munich,2,2,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,4.0,1.0,25.0,2.09,0.52,0.0,0.0,86.0,95.6,86.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.57,-1.57,0.0,2.0,0.0,5.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Pape Gueye,Senegal,Senegal,MF,27-152,1999,Villarreal,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,75.0,68.0,0,0,,0,0.0,1.0,4.0,-3.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Pape Matar Sarr,Senegal,Senegal,MF,23-284,2002,Tottenham,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.47,0.0,0.0,,19.0,10.6,,0,1,19.0,1,0.0,1.0,0.0,1.0,4.74,6.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pathé Ciss,Senegal,Senegal,"DF,MF",32-101,1994,Rayo Vallecano,2,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,17.2,,0,2,16.0,0,0.0,2.0,1.0,1.0,2.9,5.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sadio Mané,Senegal,Senegal,MF,34-076,1992,Al-Nassr,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.0,3.0,6.0,-3.0,-1.5,,0.0,2.0,4.0,1.0,5.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Yehvann Diouf,Senegal,Senegal,GK,26-221,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Édouard Mendy,Senegal,Senegal,GK,34-116,1992,Al-Ahli,2,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,76.0,84.4,76.0,1,0,,0,0.0,2.0,6.0,-4.0,-2.37,-5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,152.0,6.0,3.55,14.0,8.0,57.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aubrey Modiba,South Africa,South Africa,DF,30-338,1995,Sundowns,3,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.76,0.35,0.0,0.0,85.0,94.8,85.0,2,0,,0,1.33,2.0,3.0,-1.0,-0.35,-0.35,0.0,4.0,3.0,2.0,9.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Bradley Cross,South Africa,South Africa,DF,25-146,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence Makgopa,South Africa,South Africa,FW,26-020,2000,Orlando Pirates,3,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,2.77,2.08,0.0,0.0,43.0,48.1,90.0,1,2,20.0,0,1.33,2.0,0.0,2.0,1.38,3.31,0.0,1.0,1.0,2.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ime Okon,South Africa,South Africa,DF,22-125,2004,Hannover 96,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Iqraam Rayners,South Africa,South Africa,FW,30-188,1995,Sundowns,3,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.58,0.0,0.0,,52.0,57.8,70.0,0,1,16.0,0,1.33,0.0,3.0,-3.0,-1.73,-3.31,0.0,0.0,1.0,2.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jayden Adams,South Africa,South Africa,MF,25-051,2001,Sundowns,3,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.0,43.0,53.0,0,1,11.0,0,1.33,0.0,2.0,-2.0,-1.55,-2.14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kamogelo Sebelebele,South Africa,South Africa,"DF,MF",23-339,2002,Orlando Pirates,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,2.6,,0,1,7.0,2,1.0,0.0,0.0,0.0,0.0,0.34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Khuliso Mudau,South Africa,South Africa,DF,31-060,1995,Sundowns,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,0.0,4.0,6.0,1.0,3.0,7.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Khulumani Ndamane,South Africa,South Africa,DF,22-140,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Foster,South Africa,South Africa,FW,25-295,2000,Burnley,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64,0.0,0.0,,55.0,20.4,55.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.64,-1.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,South Africa,South Africa,DF,20-279,2005,Chicago Fire,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,0.0,1.0,3.0,0.0,2.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Nkosinathi Sibisi,South Africa,South Africa,DF,30-276,1995,Orlando Pirates,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,33.3,90.0,1,0,,2,0.0,0.0,2.0,-2.0,-2.0,-2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,South Africa,South Africa,DF,22-056,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswin Appollis,South Africa,South Africa,"MF,FW",24-304,2001,Orlando Pirates,3,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.09,0.55,0.0,0.0,55.0,61.1,76.0,1,1,14.0,0,1.33,1.0,1.0,0.0,0.0,0.86,0.0,1.0,1.0,0.0,5.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Relebohile Mofokeng,South Africa,South Africa,MF,21-245,2004,Orlando Pirates,2,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,2.18,0.73,0.0,0.0,62.0,45.9,79.0,0,1,45.0,1,2.0,2.0,0.0,2.0,1.45,3.3,0.0,2.0,0.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Goss,South Africa,South Africa,GK,32-084,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronwen Williams,South Africa,South Africa,GK,34-155,1992,Sundowns,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,3.0,3.0,270.0,3.0,1.0,9.0,6.0,66.7,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,
Samukele Kabini,South Africa,South Africa,DF,22-102,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipho Chaine,South Africa,South Africa,GK,29-193,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphephelo Sithole,South Africa,South Africa,MF,27-114,1999,Tondela,2,2,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,70.0,51.5,70.0,1,0,,0,1.5,1.0,1.0,0.0,0.0,0.69,0.0,4.0,1.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Teboho Mokoena,South Africa,South Africa,MF,29-152,1997,Sundowns,2,2,180.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,66.7,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,-2.0,0.0,3.0,5.0,0.0,4.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Thabang Matuludi,South Africa,South Africa,DF,27-162,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalente Mbatha,South Africa,South Africa,MF,26-101,2000,Orlando Pirates,3,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.26,0.42,0.0,0.0,72.0,79.6,90.0,2,1,35.0,0,1.33,2.0,2.0,0.0,0.0,1.64,0.0,2.0,0.0,0.0,3.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Thapelo Maseko,South Africa,South Africa,"MF,FW",22-226,2003,,2,2,157.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,8.0,1.0,12.5,4.59,0.57,0.13,1.0,79.0,58.1,79.0,0,0,,1,2.0,2.0,1.0,1.0,0.57,2.17,0.0,2.0,7.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Themba Zwane,South Africa,South Africa,"FW,MF",36-326,1989,Sundowns,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,8.5,,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,-3.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tshepang Moremi,South Africa,South Africa,MF,25-266,2000,Orlando Pirates,1,0,29.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.0,3.1,0.0,0.0,,0.0,0.0,,,29.0,10.7,,0,1,29.0,2,3.0,1.0,0.0,1.0,3.1,3.85,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Aymeric Laporte,Spain,Spain,DF,32-029,1994,Athletic Club,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,4.0,0.0,4.0,2.0,,0.0,1.0,0.0,0.0,1.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Borja Iglesias,Spain,Spain,FW,33-159,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Olmo,Spain,Spain,MF,28-049,1998,Barcelona,2,1,70.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.29,0.0,1.29,2.0,0.0,0.0,2.57,0.0,0.0,,35.0,38.9,60.0,0,1,10.0,0,2.0,4.0,0.0,4.0,5.14,5.14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Raya,Spain,Spain,GK,30-283,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric García,Spain,Spain,"DF,MF",25-167,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabián Ruiz Peña,Spain,Spain,MF,30-083,1996,PSG,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.95,0.99,0.0,0.0,46.0,50.6,70.0,0,1,21.0,0,2.0,0.0,0.0,0.0,0.0,-4.04,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
